name: 0d1c574f-032d-4844-9536-cdb7f8ddec3a num_items: 100
token, class_id, token_value, token_tf, token_df
ярко, @default_class, 8.280202018795535e-05, 1.0, 1.0
личность, @default_class, 0.00024840605328790843, 3.0, 3.0
постоянный, @default_class, 0.0001656040403759107, 2.0, 2.0
верховный, @default_class, 0.0001656040403759107, 2.0, 2.0
горнодобывающий, @default_class, 8.280202018795535e-05, 1.0, 1.0
бывший, @default_class, 0.0014904363779351115, 18.0, 12.0
встречаться, @default_class, 0.00024840605328790843, 3.0, 3.0
переулок, @default_class, 8.280202018795535e-05, 1.0, 1.0
целость, @default_class, 8.280202018795535e-05, 1.0, 1.0
ужесточить, @default_class, 8.280202018795535e-05, 1.0, 1.0
капля, @default_class, 8.280202018795535e-05, 1.0, 1.0
ежегодный, @default_class, 0.0001656040403759107, 2.0, 2.0
ялта, @default_class, 0.0001656040403759107, 2.0, 2.0
законопроект, @default_class, 0.0003312080807518214, 4.0, 1.0
палубный, @default_class, 8.280202018795535e-05, 1.0, 1.0
электросеть, @default_class, 8.280202018795535e-05, 1.0, 1.0
степень, @default_class, 8.280202018795535e-05, 1.0, 1.0
человечек, @default_class, 0.0003312080807518214, 4.0, 1.0
повреждать, @default_class, 8.280202018795535e-05, 1.0, 1.0
ожог, @default_class, 0.0001656040403759107, 2.0, 2.0
левый, @default_class, 8.280202018795535e-05, 1.0, 1.0
попытаться, @default_class, 0.0004968121065758169, 6.0, 5.0
пристройка, @default_class, 8.280202018795535e-05, 1.0, 1.0
написать, @default_class, 0.00041401010821573436, 5.0, 4.0
выполнение, @default_class, 8.280202018795535e-05, 1.0, 1.0
детройт, @default_class, 8.280202018795535e-05, 1.0, 1.0
прогуглк, @default_class, 8.280202018795535e-05, 1.0, 1.0
являться, @default_class, 0.0011592282680794597, 14.0, 13.0
джабаров, @default_class, 8.280202018795535e-05, 1.0, 1.0
штаб, @default_class, 0.00041401010821573436, 5.0, 5.0
курортный, @default_class, 8.280202018795535e-05, 1.0, 1.0
сырьевой, @default_class, 8.280202018795535e-05, 1.0, 1.0
стоимость, @default_class, 0.0011592282680794597, 14.0, 9.0
гоголь, @default_class, 8.280202018795535e-05, 1.0, 1.0
контузия, @default_class, 8.280202018795535e-05, 1.0, 1.0
пассажирский, @default_class, 0.00024840605328790843, 3.0, 1.0
стабилизироваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
парковочный, @default_class, 8.280202018795535e-05, 1.0, 1.0
затем, @default_class, 0.0005796141340397298, 7.0, 7.0
абрамович, @default_class, 0.0001656040403759107, 2.0, 1.0
российский, @default_class, 0.005630537401884794, 68.0, 31.0
администрирование, @default_class, 8.280202018795535e-05, 1.0, 1.0
готовый, @default_class, 0.0001656040403759107, 2.0, 2.0
понимать, @default_class, 0.00024840605328790843, 3.0, 3.0
гольф, @default_class, 0.0001656040403759107, 2.0, 1.0
ориентированный, @default_class, 8.280202018795535e-05, 1.0, 1.0
демократия, @default_class, 0.0001656040403759107, 2.0, 1.0
политика, @default_class, 0.0001656040403759107, 2.0, 2.0
исходить, @default_class, 0.0001656040403759107, 2.0, 1.0
плюс, @default_class, 8.280202018795535e-05, 1.0, 1.0
петр, @default_class, 0.00041401010821573436, 5.0, 3.0
чемодановка, @default_class, 0.00024840605328790843, 3.0, 1.0
лопата, @default_class, 8.280202018795535e-05, 1.0, 1.0
опускаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
напоминать, @default_class, 0.0003312080807518214, 4.0, 4.0
нынешний, @default_class, 0.0003312080807518214, 4.0, 4.0
вынести, @default_class, 0.0003312080807518214, 4.0, 3.0
нидерланды, @default_class, 0.0001656040403759107, 2.0, 2.0
мало, @default_class, 0.0001656040403759107, 2.0, 2.0
торжество, @default_class, 0.0001656040403759107, 2.0, 2.0
гостиница, @default_class, 0.00024840605328790843, 3.0, 2.0
немыслимый, @default_class, 8.280202018795535e-05, 1.0, 1.0
угол, @default_class, 8.280202018795535e-05, 1.0, 1.0
китайский, @default_class, 0.0003312080807518214, 4.0, 3.0
начало, @default_class, 0.0013248323230072856, 16.0, 13.0
взять, @default_class, 0.00041401010821573436, 5.0, 5.0
близкий, @default_class, 0.0008280202164314687, 10.0, 9.0
вряд, @default_class, 8.280202018795535e-05, 1.0, 1.0
минус, @default_class, 8.280202018795535e-05, 1.0, 1.0
наблюдать, @default_class, 8.280202018795535e-05, 1.0, 1.0
транспорт, @default_class, 8.280202018795535e-05, 1.0, 1.0
североморск, @default_class, 8.280202018795535e-05, 1.0, 1.0
заявка, @default_class, 0.0001656040403759107, 2.0, 2.0
выражать, @default_class, 0.0005796141340397298, 7.0, 7.0
никак, @default_class, 8.280202018795535e-05, 1.0, 1.0
лондонский, @default_class, 8.280202018795535e-05, 1.0, 1.0
курсы, @default_class, 0.0001656040403759107, 2.0, 2.0
сенат, @default_class, 0.0003312080807518214, 4.0, 2.0
пример, @default_class, 0.0001656040403759107, 2.0, 2.0
почувствовать, @default_class, 8.280202018795535e-05, 1.0, 1.0
партия, @default_class, 0.0014076343504711986, 17.0, 6.0
конец, @default_class, 0.0009108222438953817, 11.0, 11.0
довольно, @default_class, 0.00024840605328790843, 3.0, 3.0
mail, @default_class, 8.280202018795535e-05, 1.0, 1.0
давать, @default_class, 0.0004968121065758169, 6.0, 5.0
стероид, @default_class, 0.0001656040403759107, 2.0, 1.0
рядом, @default_class, 0.00041401010821573436, 5.0, 5.0
принимать, @default_class, 0.0012420302955433726, 15.0, 15.0
никита, @default_class, 0.00024840605328790843, 3.0, 1.0
результат, @default_class, 0.0019044465152546763, 23.0, 19.0
пограничный, @default_class, 8.280202018795535e-05, 1.0, 1.0
обнародоваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
рамка, @default_class, 0.0003312080807518214, 4.0, 4.0
амбиция, @default_class, 8.280202018795535e-05, 1.0, 1.0
пересечение, @default_class, 0.0001656040403759107, 2.0, 2.0
случайный, @default_class, 8.280202018795535e-05, 1.0, 1.0
дональд, @default_class, 0.00041401010821573436, 5.0, 3.0
инвестор, @default_class, 8.280202018795535e-05, 1.0, 1.0
развитие, @default_class, 0.00041401010821573436, 5.0, 5.0
кров, @default_class, 8.280202018795535e-05, 1.0, 1.0
улица, @default_class, 0.0004968121065758169, 6.0, 6.0
заказ, @default_class, 0.00024840605328790843, 3.0, 2.0
пострадать, @default_class, 0.0007452181889675558, 9.0, 9.0
экономика, @default_class, 0.0003312080807518214, 4.0, 4.0
майя, @default_class, 8.280202018795535e-05, 1.0, 1.0
плохой, @default_class, 0.00041401010821573436, 5.0, 5.0
середина, @default_class, 0.0004968121065758169, 6.0, 6.0
ранний, @default_class, 8.280202018795535e-05, 1.0, 1.0
результативный, @default_class, 0.0003312080807518214, 4.0, 3.0
барак, @default_class, 0.0001656040403759107, 2.0, 2.0
слово, @default_class, 0.003063674783334136, 37.0, 28.0
четверо, @default_class, 0.00024840605328790843, 3.0, 2.0
перелезать, @default_class, 8.280202018795535e-05, 1.0, 1.0
приступать, @default_class, 0.00024840605328790843, 3.0, 3.0
судостроительный, @default_class, 8.280202018795535e-05, 1.0, 1.0
критиковать, @default_class, 8.280202018795535e-05, 1.0, 1.0
резкий, @default_class, 0.0001656040403759107, 2.0, 2.0
мочь, @default_class, 0.00289807072840631, 35.0, 25.0
выстрел, @default_class, 8.280202018795535e-05, 1.0, 1.0
услышать, @default_class, 0.0001656040403759107, 2.0, 2.0
орешек, @default_class, 8.280202018795535e-05, 1.0, 1.0
селезнев, @default_class, 0.00024840605328790843, 3.0, 1.0
предмет, @default_class, 0.00024840605328790843, 3.0, 3.0
огнестрельный, @default_class, 0.0001656040403759107, 2.0, 2.0
неумолимый, @default_class, 8.280202018795535e-05, 1.0, 1.0
доля, @default_class, 0.0001656040403759107, 2.0, 2.0
режим, @default_class, 0.00024840605328790843, 3.0, 3.0
продукция, @default_class, 0.00041401010821573436, 5.0, 4.0
обладать, @default_class, 0.0001656040403759107, 2.0, 2.0
документ, @default_class, 0.0005796141340397298, 7.0, 5.0
наличие, @default_class, 0.00024840605328790843, 3.0, 3.0
заведение, @default_class, 0.0001656040403759107, 2.0, 1.0
буданов, @default_class, 0.00041401010821573436, 5.0, 1.0
вместо, @default_class, 0.0003312080807518214, 4.0, 4.0
авторитет, @default_class, 0.0001656040403759107, 2.0, 2.0
важный, @default_class, 0.00024840605328790843, 3.0, 3.0
emerging, @default_class, 0.00024840605328790843, 3.0, 1.0
крайне, @default_class, 0.0001656040403759107, 2.0, 2.0
манекенщица, @default_class, 8.280202018795535e-05, 1.0, 1.0
никой, @default_class, 8.280202018795535e-05, 1.0, 1.0
представитель, @default_class, 0.003063674783334136, 37.0, 21.0
вольера, @default_class, 8.280202018795535e-05, 1.0, 1.0
сазерленд, @default_class, 8.280202018795535e-05, 1.0, 1.0
portfolio, @default_class, 8.280202018795535e-05, 1.0, 1.0
гантамиров, @default_class, 0.0001656040403759107, 2.0, 1.0
опубликовывать, @default_class, 0.0008280202164314687, 10.0, 9.0
вырезать, @default_class, 8.280202018795535e-05, 1.0, 1.0
доставлять, @default_class, 0.00024840605328790843, 3.0, 3.0
атомный, @default_class, 0.0003312080807518214, 4.0, 3.0
пользователь, @default_class, 0.00041401010821573436, 5.0, 3.0
имущество, @default_class, 8.280202018795535e-05, 1.0, 1.0
остин, @default_class, 8.280202018795535e-05, 1.0, 1.0
исследование, @default_class, 0.0006624161615036428, 8.0, 5.0
закупка, @default_class, 8.280202018795535e-05, 1.0, 1.0
счет, @default_class, 0.0007452181889675558, 9.0, 7.0
германия, @default_class, 0.0003312080807518214, 4.0, 2.0
вырастать, @default_class, 0.0006624161615036428, 8.0, 6.0
поправка, @default_class, 0.00024840605328790843, 3.0, 3.0
разваливаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
патрульный, @default_class, 0.00024840605328790843, 3.0, 1.0
строительство, @default_class, 0.00041401010821573436, 5.0, 3.0
дешеветь, @default_class, 8.280202018795535e-05, 1.0, 1.0
деловой, @default_class, 8.280202018795535e-05, 1.0, 1.0
святотатство, @default_class, 8.280202018795535e-05, 1.0, 1.0
мевлют, @default_class, 8.280202018795535e-05, 1.0, 1.0
территория, @default_class, 0.0011592282680794597, 14.0, 12.0
пока, @default_class, 0.0010764262406155467, 13.0, 9.0
десяток, @default_class, 0.00041401010821573436, 5.0, 4.0
гигант, @default_class, 8.280202018795535e-05, 1.0, 1.0
вывод, @default_class, 0.00024840605328790843, 3.0, 3.0
несовершеннолетний, @default_class, 8.280202018795535e-05, 1.0, 1.0
ранить, @default_class, 0.0001656040403759107, 2.0, 2.0
против, @default_class, 0.0013248323230072856, 16.0, 11.0
вулкан, @default_class, 0.0001656040403759107, 2.0, 1.0
недоступный, @default_class, 8.280202018795535e-05, 1.0, 1.0
стрельба, @default_class, 8.280202018795535e-05, 1.0, 1.0
прогнозировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
включать, @default_class, 0.0003312080807518214, 4.0, 4.0
страница, @default_class, 0.0006624161615036428, 8.0, 6.0
хозяин, @default_class, 8.280202018795535e-05, 1.0, 1.0
шанхайский, @default_class, 8.280202018795535e-05, 1.0, 1.0
тоомас, @default_class, 8.280202018795535e-05, 1.0, 1.0
сервер, @default_class, 8.280202018795535e-05, 1.0, 1.0
ямайка, @default_class, 8.280202018795535e-05, 1.0, 1.0
применение, @default_class, 0.00024840605328790843, 3.0, 2.0
скорый, @default_class, 0.0001656040403759107, 2.0, 2.0
речной, @default_class, 0.00024840605328790843, 3.0, 1.0
сведение, @default_class, 0.0003312080807518214, 4.0, 3.0
спасибо, @default_class, 0.0001656040403759107, 2.0, 2.0
утихомиривать, @default_class, 8.280202018795535e-05, 1.0, 1.0
закрытие, @default_class, 8.280202018795535e-05, 1.0, 1.0
комната, @default_class, 0.0001656040403759107, 2.0, 2.0
пропуск, @default_class, 8.280202018795535e-05, 1.0, 1.0
счастливый, @default_class, 8.280202018795535e-05, 1.0, 1.0
астроном, @default_class, 8.280202018795535e-05, 1.0, 1.0
дорожать, @default_class, 8.280202018795535e-05, 1.0, 1.0
тулум, @default_class, 8.280202018795535e-05, 1.0, 1.0
кайкос, @default_class, 8.280202018795535e-05, 1.0, 1.0
насчитывать, @default_class, 0.0001656040403759107, 2.0, 2.0
официальный, @default_class, 0.0010764262406155467, 13.0, 12.0
обязывать, @default_class, 0.00024840605328790843, 3.0, 3.0
теркс, @default_class, 8.280202018795535e-05, 1.0, 1.0
вращаться, @default_class, 0.0001656040403759107, 2.0, 1.0
сообщество, @default_class, 0.00024840605328790843, 3.0, 3.0
валиджан, @default_class, 0.00024840605328790843, 3.0, 1.0
смягчать, @default_class, 8.280202018795535e-05, 1.0, 1.0
список, @default_class, 0.0004968121065758169, 6.0, 5.0
москвич, @default_class, 8.280202018795535e-05, 1.0, 1.0
правонарушение, @default_class, 0.0001656040403759107, 2.0, 2.0
колония, @default_class, 8.280202018795535e-05, 1.0, 1.0
отбиваться, @default_class, 8.280202018795535e-05, 1.0, 1.0
полный, @default_class, 0.00024840605328790843, 3.0, 3.0
джеймс, @default_class, 0.0001656040403759107, 2.0, 2.0
мумия, @default_class, 8.280202018795535e-05, 1.0, 1.0
бактерия, @default_class, 8.280202018795535e-05, 1.0, 1.0
совершать, @default_class, 0.0007452181889675558, 9.0, 7.0
привилегированный, @default_class, 8.280202018795535e-05, 1.0, 1.0
правительственный, @default_class, 0.0001656040403759107, 2.0, 2.0
монтефорте, @default_class, 0.0001656040403759107, 2.0, 1.0
уверенный, @default_class, 8.280202018795535e-05, 1.0, 1.0
носовой, @default_class, 8.280202018795535e-05, 1.0, 1.0
последовать, @default_class, 0.00024840605328790843, 3.0, 3.0
раунд, @default_class, 8.280202018795535e-05, 1.0, 1.0
попадать, @default_class, 0.00041401010821573436, 5.0, 4.0
трунов, @default_class, 8.280202018795535e-05, 1.0, 1.0
останавливаться, @default_class, 0.00024840605328790843, 3.0, 3.0
число, @default_class, 0.0012420302955433726, 15.0, 12.0
нападывать, @default_class, 0.0001656040403759107, 2.0, 2.0
мебель, @default_class, 8.280202018795535e-05, 1.0, 1.0
пернамбук, @default_class, 8.280202018795535e-05, 1.0, 1.0
отдыхающий, @default_class, 0.0001656040403759107, 2.0, 2.0
период, @default_class, 0.0004968121065758169, 6.0, 5.0
торги, @default_class, 0.0001656040403759107, 2.0, 2.0
остров, @default_class, 0.00024840605328790843, 3.0, 2.0
фсвтс, @default_class, 8.280202018795535e-05, 1.0, 1.0
юридический, @default_class, 0.0003312080807518214, 4.0, 3.0
прокуратура, @default_class, 0.00024840605328790843, 3.0, 2.0
доследственный, @default_class, 8.280202018795535e-05, 1.0, 1.0
предыдущий, @default_class, 8.280202018795535e-05, 1.0, 1.0
врач, @default_class, 0.0006624161615036428, 8.0, 7.0
хякимлик, @default_class, 8.280202018795535e-05, 1.0, 1.0
цикл, @default_class, 8.280202018795535e-05, 1.0, 1.0
news, @default_class, 0.0001656040403759107, 2.0, 2.0
улаживать, @default_class, 8.280202018795535e-05, 1.0, 1.0
седьмой, @default_class, 0.0001656040403759107, 2.0, 2.0
оценивать, @default_class, 8.280202018795535e-05, 1.0, 1.0
увеличиваться, @default_class, 0.0001656040403759107, 2.0, 2.0
франко, @default_class, 8.280202018795535e-05, 1.0, 1.0
мексиканский, @default_class, 8.280202018795535e-05, 1.0, 1.0
назаров, @default_class, 8.280202018795535e-05, 1.0, 1.0
мацунт, @default_class, 8.280202018795535e-05, 1.0, 1.0
операция, @default_class, 0.0006624161615036428, 8.0, 4.0
португалия, @default_class, 8.280202018795535e-05, 1.0, 1.0
фотография, @default_class, 0.00041401010821573436, 5.0, 2.0
освещение, @default_class, 8.280202018795535e-05, 1.0, 1.0
подвергаться, @default_class, 0.0001656040403759107, 2.0, 2.0
роман, @default_class, 8.280202018795535e-05, 1.0, 1.0
директор, @default_class, 0.0007452181889675558, 9.0, 4.0
неприятный, @default_class, 8.280202018795535e-05, 1.0, 1.0
известный, @default_class, 0.00041401010821573436, 5.0, 4.0
отвозить, @default_class, 8.280202018795535e-05, 1.0, 1.0
astrophysical, @default_class, 8.280202018795535e-05, 1.0, 1.0
яркость, @default_class, 8.280202018795535e-05, 1.0, 1.0
таиланд, @default_class, 8.280202018795535e-05, 1.0, 1.0
заглушка, @default_class, 8.280202018795535e-05, 1.0, 1.0
необычный, @default_class, 0.0001656040403759107, 2.0, 1.0
истец, @default_class, 0.0003312080807518214, 4.0, 3.0
тренировка, @default_class, 0.00041401010821573436, 5.0, 2.0
жалоба, @default_class, 0.00024840605328790843, 3.0, 3.0
сатурн, @default_class, 0.0001656040403759107, 2.0, 1.0
данные, @default_class, 0.0019044465152546763, 23.0, 20.0
оставлять, @default_class, 8.280202018795535e-05, 1.0, 1.0
подведение, @default_class, 8.280202018795535e-05, 1.0, 1.0
резиновый, @default_class, 8.280202018795535e-05, 1.0, 1.0
хищение, @default_class, 8.280202018795535e-05, 1.0, 1.0
показывать, @default_class, 0.0009936242131516337, 12.0, 10.0
гувд, @default_class, 8.280202018795535e-05, 1.0, 1.0
отрицательный, @default_class, 8.280202018795535e-05, 1.0, 1.0
отражать, @default_class, 8.280202018795535e-05, 1.0, 1.0
лететь, @default_class, 8.280202018795535e-05, 1.0, 1.0
спаситель, @default_class, 8.280202018795535e-05, 1.0, 1.0
сравнение, @default_class, 0.00024840605328790843, 3.0, 3.0
аравия, @default_class, 0.0003312080807518214, 4.0, 1.0
десятка, @default_class, 8.280202018795535e-05, 1.0, 1.0
черепный, @default_class, 0.0001656040403759107, 2.0, 2.0
достигать, @default_class, 0.00041401010821573436, 5.0, 5.0
девушка, @default_class, 0.0004968121065758169, 6.0, 5.0
следователь, @default_class, 0.0003312080807518214, 4.0, 3.0
курорт, @default_class, 8.280202018795535e-05, 1.0, 1.0
лемингтон, @default_class, 0.00024840605328790843, 3.0, 1.0
дополнительный, @default_class, 0.0001656040403759107, 2.0, 2.0
хендрик, @default_class, 8.280202018795535e-05, 1.0, 1.0
сокращать, @default_class, 0.0001656040403759107, 2.0, 2.0
кылварт, @default_class, 0.00041401010821573436, 5.0, 1.0
общество, @default_class, 0.0001656040403759107, 2.0, 2.0
смотреть, @default_class, 8.280202018795535e-05, 1.0, 1.0
whitehaven, @default_class, 8.280202018795535e-05, 1.0, 1.0
демонтировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
shipwreck, @default_class, 8.280202018795535e-05, 1.0, 1.0
дагестанский, @default_class, 0.0001656040403759107, 2.0, 2.0
полностью, @default_class, 0.00041401010821573436, 5.0, 5.0
ребенок, @default_class, 0.0005796141340397298, 7.0, 7.0
съезд, @default_class, 0.0001656040403759107, 2.0, 2.0
чило, @default_class, 8.280202018795535e-05, 1.0, 1.0
итар, @default_class, 0.0001656040403759107, 2.0, 2.0
жилье, @default_class, 0.00024840605328790843, 3.0, 1.0
настоящий, @default_class, 0.0009936242131516337, 12.0, 11.0
корпоративный, @default_class, 8.280202018795535e-05, 1.0, 1.0
часть, @default_class, 0.0012420302955433726, 15.0, 14.0
провокация, @default_class, 0.0001656040403759107, 2.0, 1.0
урегулирование, @default_class, 8.280202018795535e-05, 1.0, 1.0
покрываться, @default_class, 8.280202018795535e-05, 1.0, 1.0
схожий, @default_class, 0.0001656040403759107, 2.0, 2.0
кандидат, @default_class, 0.0009108222438953817, 11.0, 2.0
малолетний, @default_class, 8.280202018795535e-05, 1.0, 1.0
достигнутый, @default_class, 8.280202018795535e-05, 1.0, 1.0
федерализация, @default_class, 8.280202018795535e-05, 1.0, 1.0
затонуть, @default_class, 8.280202018795535e-05, 1.0, 1.0
спор, @default_class, 8.280202018795535e-05, 1.0, 1.0
ранее, @default_class, 0.0023184565361589193, 28.0, 23.0
сообщение, @default_class, 0.0007452181889675558, 9.0, 8.0
исламский, @default_class, 0.0003312080807518214, 4.0, 3.0
получать, @default_class, 0.00289807072840631, 35.0, 26.0
брат, @default_class, 0.0009936242131516337, 12.0, 5.0
дальнейший, @default_class, 0.00024840605328790843, 3.0, 3.0
подписывать, @default_class, 0.0004968121065758169, 6.0, 5.0
располагаться, @default_class, 0.0001656040403759107, 2.0, 2.0
вещание, @default_class, 8.280202018795535e-05, 1.0, 1.0
stampik, @default_class, 8.280202018795535e-05, 1.0, 1.0
мозговой, @default_class, 0.0001656040403759107, 2.0, 2.0
тело, @default_class, 0.0006624161615036428, 8.0, 5.0
разрушать, @default_class, 0.0001656040403759107, 2.0, 1.0
объект, @default_class, 0.0008280202164314687, 10.0, 5.0
питомец, @default_class, 8.280202018795535e-05, 1.0, 1.0
карлик, @default_class, 0.0001656040403759107, 2.0, 1.0
дэвид, @default_class, 8.280202018795535e-05, 1.0, 1.0
табачный, @default_class, 8.280202018795535e-05, 1.0, 1.0
тарасенко, @default_class, 8.280202018795535e-05, 1.0, 1.0
холмби, @default_class, 8.280202018795535e-05, 1.0, 1.0
содержание, @default_class, 0.0001656040403759107, 2.0, 2.0
приводить, @default_class, 0.0006624161615036428, 8.0, 8.0
незаметно, @default_class, 8.280202018795535e-05, 1.0, 1.0
england, @default_class, 8.280202018795535e-05, 1.0, 1.0
половина, @default_class, 0.0004968121065758169, 6.0, 5.0
хазанов, @default_class, 8.280202018795535e-05, 1.0, 1.0
крупный, @default_class, 0.0009108222438953817, 11.0, 8.0
залив, @default_class, 8.280202018795535e-05, 1.0, 1.0
анапа, @default_class, 8.280202018795535e-05, 1.0, 1.0
хороший, @default_class, 0.0004968121065758169, 6.0, 5.0
забор, @default_class, 8.280202018795535e-05, 1.0, 1.0
такдалеко, @default_class, 8.280202018795535e-05, 1.0, 1.0
случаться, @default_class, 0.0006624161615036428, 8.0, 7.0
устранение, @default_class, 8.280202018795535e-05, 1.0, 1.0
невоздержанный, @default_class, 8.280202018795535e-05, 1.0, 1.0
полиция, @default_class, 0.0006624161615036428, 8.0, 7.0
каждый, @default_class, 0.0004968121065758169, 6.0, 3.0
система, @default_class, 0.0006624161615036428, 8.0, 7.0
начинаться, @default_class, 0.0004968121065758169, 6.0, 5.0
американский, @default_class, 0.0012420302955433726, 15.0, 9.0
жительница, @default_class, 8.280202018795535e-05, 1.0, 1.0
разгонять, @default_class, 8.280202018795535e-05, 1.0, 1.0
намордник, @default_class, 8.280202018795535e-05, 1.0, 1.0
рисовать, @default_class, 8.280202018795535e-05, 1.0, 1.0
курс, @default_class, 0.00041401010821573436, 5.0, 4.0
утверждать, @default_class, 0.0010764262406155467, 13.0, 12.0
демаркация, @default_class, 0.0001656040403759107, 2.0, 1.0
настроенный, @default_class, 0.0001656040403759107, 2.0, 2.0
аржан, @default_class, 8.280202018795535e-05, 1.0, 1.0
подготовить, @default_class, 0.0001656040403759107, 2.0, 2.0
москва, @default_class, 0.003146476810798049, 38.0, 19.0
баннер, @default_class, 8.280202018795535e-05, 1.0, 1.0
štampach, @default_class, 8.280202018795535e-05, 1.0, 1.0
выступать, @default_class, 0.0012420302955433726, 15.0, 11.0
деятельность, @default_class, 0.0005796141340397298, 7.0, 6.0
камера, @default_class, 0.0001656040403759107, 2.0, 1.0
домашний, @default_class, 0.0001656040403759107, 2.0, 2.0
чеченец, @default_class, 0.0001656040403759107, 2.0, 2.0
поздний, @default_class, 8.280202018795535e-05, 1.0, 1.0
выкрикивать, @default_class, 0.0001656040403759107, 2.0, 2.0
руководить, @default_class, 0.0001656040403759107, 2.0, 2.0
баррабасс, @default_class, 0.0001656040403759107, 2.0, 1.0
опровергать, @default_class, 0.0005796141340397298, 7.0, 5.0
бром, @default_class, 8.280202018795535e-05, 1.0, 1.0
принцип, @default_class, 8.280202018795535e-05, 1.0, 1.0
непрозрачный, @default_class, 8.280202018795535e-05, 1.0, 1.0
переполненный, @default_class, 8.280202018795535e-05, 1.0, 1.0
аудитория, @default_class, 0.0001656040403759107, 2.0, 2.0
элемент, @default_class, 0.0003312080807518214, 4.0, 2.0
одномандатный, @default_class, 8.280202018795535e-05, 1.0, 1.0
научаться, @default_class, 8.280202018795535e-05, 1.0, 1.0
работа, @default_class, 0.0023184565361589193, 28.0, 17.0
дискомфорт, @default_class, 8.280202018795535e-05, 1.0, 1.0
тролль, @default_class, 0.00024840605328790843, 3.0, 3.0
ответ, @default_class, 0.00041401010821573436, 5.0, 5.0
политический, @default_class, 0.0009936242131516337, 12.0, 7.0
шантажировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
команда, @default_class, 0.0012420302955433726, 15.0, 8.0
альянс, @default_class, 8.280202018795535e-05, 1.0, 1.0
орган, @default_class, 0.0008280202164314687, 10.0, 9.0
грейс, @default_class, 8.280202018795535e-05, 1.0, 1.0
высказывание, @default_class, 0.00024840605328790843, 3.0, 1.0
пакистан, @default_class, 0.0001656040403759107, 2.0, 1.0
тысяча, @default_class, 0.0016560404328629375, 20.0, 16.0
сердечный, @default_class, 0.0001656040403759107, 2.0, 1.0
корреспондент, @default_class, 0.00024840605328790843, 3.0, 3.0
исследователь, @default_class, 0.00024840605328790843, 3.0, 1.0
сотрудник, @default_class, 0.0014904363779351115, 18.0, 13.0
шутка, @default_class, 8.280202018795535e-05, 1.0, 1.0
лишение, @default_class, 8.280202018795535e-05, 1.0, 1.0
стэнли, @default_class, 0.00024840605328790843, 3.0, 3.0
сумма, @default_class, 0.0004968121065758169, 6.0, 5.0
назад, @default_class, 0.0005796141340397298, 7.0, 6.0
краевой, @default_class, 8.280202018795535e-05, 1.0, 1.0
грабитель, @default_class, 8.280202018795535e-05, 1.0, 1.0
защитник, @default_class, 0.00024840605328790843, 3.0, 2.0
возможность, @default_class, 0.0004968121065758169, 6.0, 4.0
видно, @default_class, 8.280202018795535e-05, 1.0, 1.0
благосостояние, @default_class, 8.280202018795535e-05, 1.0, 1.0
адрес, @default_class, 8.280202018795535e-05, 1.0, 1.0
насмерть, @default_class, 0.0001656040403759107, 2.0, 2.0
закричать, @default_class, 8.280202018795535e-05, 1.0, 1.0
занимать, @default_class, 0.0009108222438953817, 11.0, 8.0
полномочие, @default_class, 0.0001656040403759107, 2.0, 2.0
york, @default_class, 8.280202018795535e-05, 1.0, 1.0
происшествие, @default_class, 0.0004968121065758169, 6.0, 4.0
весть, @default_class, 8.280202018795535e-05, 1.0, 1.0
внук, @default_class, 8.280202018795535e-05, 1.0, 1.0
комитет, @default_class, 0.0007452181889675558, 9.0, 8.0
бизнесмен, @default_class, 8.280202018795535e-05, 1.0, 1.0
рост, @default_class, 0.0007452181889675558, 9.0, 6.0
акция, @default_class, 0.0006624161615036428, 8.0, 4.0
йоркский, @default_class, 0.0001656040403759107, 2.0, 2.0
унитаз, @default_class, 8.280202018795535e-05, 1.0, 1.0
flight, @default_class, 8.280202018795535e-05, 1.0, 1.0
алтайский, @default_class, 8.280202018795535e-05, 1.0, 1.0
допускать, @default_class, 0.0005796141340397298, 7.0, 6.0
рональд, @default_class, 0.0001656040403759107, 2.0, 1.0
татьяна, @default_class, 0.00041401010821573436, 5.0, 2.0
дарби, @default_class, 0.00024840605328790843, 3.0, 1.0
удаленный, @default_class, 8.280202018795535e-05, 1.0, 1.0
срок, @default_class, 0.0001656040403759107, 2.0, 2.0
демонстрировать, @default_class, 8.280202018795535e-05, 1.0, 1.0
таллинский, @default_class, 8.280202018795535e-05, 1.0, 1.0
входить, @default_class, 0.0005796141340397298, 7.0, 7.0
риль, @default_class, 8.280202018795535e-05, 1.0, 1.0
огонь, @default_class, 0.00041401010821573436, 5.0, 4.0
приводиться, @default_class, 0.0003312080807518214, 4.0, 3.0
оказываться, @default_class, 0.0010764262406155467, 13.0, 11.0
поединок, @default_class, 8.280202018795535e-05, 1.0, 1.0
жена, @default_class, 0.0003312080807518214, 4.0, 3.0
lundgren, @default_class, 8.280202018795535e-05, 1.0, 1.0
goodlatte, @default_class, 8.280202018795535e-05, 1.0, 1.0
