level_0,index,idxs,peer_id,message_date,message,text
21010,2719.0,4515,channel1190798227,2023-05-10T18:43:36,24 ваш надежный партнер в обеспечении безопасности труда онлайн медосмотр имеет явные преимущества ускоряет процедуру медосмотра в 5 раз осмотр одного сотрудника занимает всего около трех минут полностью беспристрастен врач назначается случайным образом минуя проблему договорных отношения с врачом выгоден для бизнеса снимает издержки на отдельный штат медработников сертификацию и лицензирование один из наиболее ценных и значимых клиентов 24 ао газпромнефть аэро благодаря дистанционным медосмотрам компания смогла снизить риск сердечно сосудистых заболеваний у своих сотрудников на 25 подробности на веб сайте компании 24,24 ваш надежный партнер в обеспечении безопасности труда онлайн медосмотр имеет явные преимущества ускоряет процедуру медосмотра в 5 раз осмотр одного сотрудника занимает всего около трех минут полностью беспристрастен врач назначается случайным образом минуя проблему договорных отношения с врачом выгоден для бизнеса снимает издержки на отдельный штат медработников сертификацию и лицензирование один из наиболее ценных и значимых клиентов 24 ао газпромнефть аэро благодаря дистанционным медосмотрам компания смогла снизить риск сердечно сосудистых заболеваний у своих сотрудников на 25 подробности на веб сайте компании 24
145,145.0,203,channel1037854605,2019-09-10T00:57:49,а вот так в калифорнии рекламируется сервис видеоконференций оценка которого превышает 16 млрд на лотках для сканеров в зоне досмотра аэропорта,а вот так в калифорнии рекламируется сервис видеоконференций оценка которого превышает 16 млрд на лотках для сканеров в зоне досмотра аэропорта
2541,373.0,430,channel1043793945,2017-06-04T08:18:14,доброе утро материал на сегодня в твиттере обнаружили презентацию к конференции 1997 года обещает очистить интернет от назойливой рекламы второй смартфон от создателя обещает быть еще более удивительным,доброе утро материал на сегодня в твиттере обнаружили презентацию к конференции 1997 года обещает очистить интернет от назойливой рекламы второй смартфон от создателя обещает быть еще более удивительным
27104,748.0,776,channel1009962628,2017-04-08T21:01:10,относительно легкие и компактные аккумуляторы большой емкости это важнейшая деталь не только смартфонов дронов и автомобилей как легко догадаться вот заявил о себе стартап профинансированный грандами авиапрома всерьез собирающийся изменить пассажирскую авиацию за счет маломестных самолетов с небольшой дальностью полета использующих электропривод винтов и гибридный двигатель такие компактные и малошумящие самолеты могут использовать небольшие аэродромы что сократит и время прохождения всех процедур в них чувствую конкурировать они будут не столько с традиционными самолетами сколько с пассажирскими мультикоптерами или летающими микроавтобусами и пока все обсуждают революцию устроенную компьютерами и информационными технологиями выясняется что и революция электричества еще далеко не закончена 2017 4 5 15177374,относительно легкие и компактные аккумуляторы большой емкости это важнейшая деталь не только смартфонов дронов и автомобилей как легко догадаться вот заявил о себе стартап профинансированный грандами авиапрома всерьез собирающийся изменить пассажирскую авиацию за счет маломестных самолетов с небольшой дальностью полета использующих электропривод винтов и гибридный двигатель такие компактные и малошумящие самолеты могут использовать небольшие аэродромы что сократит и время прохождения всех процедур в них чувствую конкурировать они будут не столько с традиционными самолетами сколько с пассажирскими мультикоптерами или летающими микроавтобусами и пока все обсуждают революцию устроенную компьютерами и информационными технологиями выясняется что и революция электричества еще далеко не закончена 2017 4 5 15177374
4307,2139.0,2372,channel1043793945,2018-05-21T16:15:10,телеграм в регионах остается единственным средством информации свободным от цензуры а канал бельмо на глазу губернаторов наших авторов выслеживают в башкирии задерживают в калининграде и высылают из казани но мы все равно будем говорить о том как выживать за пределами мкад,телеграм в регионах остается единственным средством информации свободным от цензуры а канал бельмо на глазу губернаторов наших авторов выслеживают в башкирии задерживают в калининграде и высылают из казани но мы все равно будем говорить о том как выживать за пределами мкад
12017,9849.0,10230,channel1043793945,2021-02-06T09:34:41,суббота немного новостей представила первый в мире гоночный летающий автомобиль 5078 представила концепт революционного смартфона без разъемов и с изогнутым со всех сторон экраном 5079,суббота немного новостей представила первый в мире гоночный летающий автомобиль 5078 представила концепт революционного смартфона без разъемов и с изогнутым со всех сторон экраном 5079
28299,1943.0,2029,channel1009962628,2019-10-25T19:40:24,меня уже несколько раз спросили почему я не пишу про прорыв гугла в создании квантового компьютера отвечаю потому что не вижу статей с хорошим разбором а сам писать не готов если коротко там масса проблем физического и инженерного плана которые мне сильно напоминают ситуацию с управляемым термоядом лет 40 50 назад превосходство над любыми другими источниками энергии экспериментально доказано осталось доработать технологию до промышленного образца на это нужно 5 10 лет по мнению экспертов и создателей прототипов напоминаю прошло 50 поэтому прежде чем ссылаться на прогнозы напоминающие просто надежды мне хочется посмотреть как там пойдет прогресс надеюсь через год два станет понятней когда дело дойдет до практики но чтоб вы не считали что я замалчиваю достижения гугла вот вам ссылка на работу в которой продемонстрирован подход к обучению нейронки различать запахи и вот это практически важно уже сегодня устройства рядом с нами отлично видят и слышат мир но полнота его восприятия у них как у жертвы сильнейшего насморка кажется это может скоро измениться 3083060,меня уже несколько раз спросили почему я не пишу про прорыв гугла в создании квантового компьютера отвечаю потому что не вижу статей с хорошим разбором а сам писать не готов если коротко там масса проблем физического и инженерного плана которые мне сильно напоминают ситуацию с управляемым термоядом лет 40 50 назад превосходство над любыми другими источниками энергии экспериментально доказано осталось доработать технологию до промышленного образца на это нужно 5 10 лет по мнению экспертов и создателей прототипов напоминаю прошло 50 поэтому прежде чем ссылаться на прогнозы напоминающие просто надежды мне хочется посмотреть как там пойдет прогресс надеюсь через год два станет понятней когда дело дойдет до практики но чтоб вы не считали что я замалчиваю достижения гугла вот вам ссылка на работу в которой продемонстрирован подход к обучению нейронки различать запахи и вот это практически важно уже сегодня устройства рядом с нами отлично видят и слышат мир но полнота его восприятия у них как у жертвы сильнейшего насморка кажется это может скоро измениться 3083060
9792,7624.0,7950,channel1043793945,2020-06-18T16:52:27,тем временем заявление роскомнадзора постепенно начинает исполняться само по себе вот уже и становится доступным скоро совсем про блокировку забудем,тем временем заявление роскомнадзора постепенно начинает исполняться само по себе вот уже и становится доступным скоро совсем про блокировку забудем
18579,288.0,691,channel1190798227,2018-08-07T18:28:04,бизнесидеи бизнес идея для любителей необычных вещей вложения около 50 тыс руб окупаемость до 2 мес прибыль от 25 тыс руб в месяц читаем 5 минуты,бизнесидеи бизнес идея для любителей необычных вещей вложения около 50 тыс руб окупаемость до 2 мес прибыль от 25 тыс руб в месяц читаем 5 минуты
20036,1745.0,3014,channel1190798227,2021-08-15T10:05:00,идея оффлайн установка автоматов для зарядки гаджетов вложения от 80 000 вендинговые зарядные автоматы сегодня набирают популярность внеся небольшую плату любой человек имеет возможность присоединить свой девайс к оборудованию и вернуть его к жизни подобные автоматы целесообразно устанавливать в максимально людных местах на вокзалах в аэропортах торговых центрах магазинах больницах поликлиниках кафе ресторанах учебных заведениях и т д практика показывает что потенциальные клиенты с легкостью готовы выложить 30 50 рублей за возможность зарядить смартфон или планшет плюс вендинговые зарядники могут приносить дополнительный доход своему владельцу за счет рекламы размещенной на мониторе один аппарат стоит в среднем 80 000 рублей и способен обслуживать до 10 пользователей одновременно среднемесячная прибыль от 15 до 25 тысяч рублей таким образом если место для установки выбрано верно вложения окупятся уже через 3 6 месяцев без учета рекламных услуг а после этого устройство начнет приносить постоянную прибыль без особых усилий со стороны владельца наша сеть,идея оффлайн установка автоматов для зарядки гаджетов вложения от 80 000 вендинговые зарядные автоматы сегодня набирают популярность внеся небольшую плату любой человек имеет возможность присоединить свой девайс к оборудованию и вернуть его к жизни подобные автоматы целесообразно устанавливать в максимально людных местах на вокзалах в аэропортах торговых центрах магазинах больницах поликлиниках кафе ресторанах учебных заведениях и т д практика показывает что потенциальные клиенты с легкостью готовы выложить 30 50 рублей за возможность зарядить смартфон или планшет плюс вендинговые зарядники могут приносить дополнительный доход своему владельцу за счет рекламы размещенной на мониторе один аппарат стоит в среднем 80 000 рублей и способен обслуживать до 10 пользователей одновременно среднемесячная прибыль от 15 до 25 тысяч рублей таким образом если место для установки выбрано верно вложения окупятся уже через 3 6 месяцев без учета рекламных услуг а после этого устройство начнет приносить постоянную прибыль без особых усилий со стороны владельца наша сеть
4779,2611.0,2862,channel1043793945,2018-08-16T11:55:52,яндекс ищет продавцов своего нового смартфона однако успехов пока нет но расстраиваться не стоит как говорят в компании найдется все,яндекс ищет продавцов своего нового смартфона однако успехов пока нет но расстраиваться не стоит как говорят в компании найдется все
16360,14192.0,14699,channel1043793945,2022-08-20T13:00:10,продажи воздуха стартуют в понедельник на базе чипсета 2 доехал до крупной российской розницы купить его можно будет уже на следующей неделе но цена более чем в полтора раза выше европейской,продажи воздуха стартуют в понедельник на базе чипсета 2 доехал до крупной российской розницы купить его можно будет уже на следующей неделе но цена более чем в полтора раза выше европейской
9494,7326.0,7646,channel1043793945,2020-05-18T11:30:34,снова может пострадать от действий американского правительства в этот раз производитель может лишиться поставок своих процессоров,снова может пострадать от действий американского правительства в этот раз производитель может лишиться поставок своих процессоров
26471,115.0,123,channel1009962628,2016-01-22T22:23:08,ох какую вкусную новость чуть не пропустил то самое агентство благодаря которому у нас есть интернет запустило нешуточную программу создание вживляемых нейроинтерфейсов для широкополосной связи человеческого мозга с окружающим цифровым миром масштабы инвестиций 60 млн срок 4 года очень немало учитывая что часто выступает координатором университетских и промышленных исследований и разработок техническая цель иметь средство синхронной прямой коммуникации с не менее чем миллионом нейронов в заданном участке мозга если пойдет то всякие окажутся в прямом смысле игрушками и ширпотребом а для серьезных дел будут использоваться серьезные интерфейсы круто 2015 01 19,ох какую вкусную новость чуть не пропустил то самое агентство благодаря которому у нас есть интернет запустило нешуточную программу создание вживляемых нейроинтерфейсов для широкополосной связи человеческого мозга с окружающим цифровым миром масштабы инвестиций 60 млн срок 4 года очень немало учитывая что часто выступает координатором университетских и промышленных исследований и разработок техническая цель иметь средство синхронной прямой коммуникации с не менее чем миллионом нейронов в заданном участке мозга если пойдет то всякие окажутся в прямом смысле игрушками и ширпотребом а для серьезных дел будут использоваться серьезные интерфейсы круто 2015 01 19
11299,9131.0,9494,channel1043793945,2020-11-21T12:02:52,суббота немного новостей власти сша обвинят в антиконкурентной покупке и 4850 запланировала запуск 36 спутников связи 17 декабря 4851 может выпустить 3 с фронтальной камерой под экраном 4852,суббота немного новостей власти сша обвинят в антиконкурентной покупке и 4850 запланировала запуск 36 спутников связи 17 декабря 4851 может выпустить 3 с фронтальной камерой под экраном 4852
28462,2106.0,2193,channel1009962628,2020-02-20T23:02:42,алгоритмическое детектирование голого тела и в особенности его интимных частей задача не новая поисковики давно ей занимались чтобы в выдаче картиночного поиска семейные фильтры давили все мало мальски порнушное но вот японцы пошли дальше да и уровень развития нейросеток им помог они выпустили смартфон который просто не позволит сделать эротическое селфи заблокирует камеру а если как то удастся успеть сфоткать неприличности то не позволит их отправить более того он нажалуется родителям отправив им предупреждение о том что и где их чадо сфоткало ибо этот телефон конечно предназначен для детишек и их защиты от злоумышленников правда зная современных детишек я полагаю что среди них найдутся те которые сочтут делом чести взломать и обдурить эту защиту 1841790248,алгоритмическое детектирование голого тела и в особенности его интимных частей задача не новая поисковики давно ей занимались чтобы в выдаче картиночного поиска семейные фильтры давили все мало мальски порнушное но вот японцы пошли дальше да и уровень развития нейросеток им помог они выпустили смартфон который просто не позволит сделать эротическое селфи заблокирует камеру а если как то удастся успеть сфоткать неприличности то не позволит их отправить более того он нажалуется родителям отправив им предупреждение о том что и где их чадо сфоткало ибо этот телефон конечно предназначен для детишек и их защиты от злоумышленников правда зная современных детишек я полагаю что среди них найдутся те которые сочтут делом чести взломать и обдурить эту защиту 1841790248
10723,8555.0,8901,channel1043793945,2020-09-23T22:48:53,стало известно когда том круз полетит в космос для съемок нового фильма блокбастер готовится с участием и а студия уже выделила на него 200 млн 2020,стало известно когда том круз полетит в космос для съемок нового фильма блокбастер готовится с участием и а студия уже выделила на него 200 млн 2020
8859,6691.0,6992,channel1043793945,2020-03-04T12:45:06,сегодня облачные сервисы стремительно расширяют свое присутствие на рынке поэтому разработчики часто задаются вопросами с чего начать и с чем можно столкнуться при создании собственной облачной инфраструктуры особенно важно понимать как начинающему облачному бизнесу обеспечить комфортное пилотирование проектов для этого нужно иметь надежного помощника например в россии с этими задачами удачно справляется облакотека масштабируемая платформа развития облачного бизнеса она полностью обеспечивает потребности партнера при формировании и оказании услуг его клиентам кроме того платформа в первую очередь развивает именно его фичи на бесплатной и постоянной основе предоставляя ему мощности для размещения своих ресурсов также облакотека предоставляет агентскую партнерскую программу а значит партнер получает свою копеечку в течение всей активности его клиентов с облакотекой не нужно инвестировать в создание собственной техподдержки своего облака все решает платформа а для клиентов партнер выступает в качестве полноценного провайдера и в конце концов становясь партнером облакотеки при разворачивании своих облачных сервисов более высокого уровня на ее платформе появляется возможность войти в число вендоров платформы подробнее 3 реклама,сегодня облачные сервисы стремительно расширяют свое присутствие на рынке поэтому разработчики часто задаются вопросами с чего начать и с чем можно столкнуться при создании собственной облачной инфраструктуры особенно важно понимать как начинающему облачному бизнесу обеспечить комфортное пилотирование проектов для этого нужно иметь надежного помощника например в россии с этими задачами удачно справляется облакотека масштабируемая платформа развития облачного бизнеса она полностью обеспечивает потребности партнера при формировании и оказании услуг его клиентам кроме того платформа в первую очередь развивает именно его фичи на бесплатной и постоянной основе предоставляя ему мощности для размещения своих ресурсов также облакотека предоставляет агентскую партнерскую программу а значит партнер получает свою копеечку в течение всей активности его клиентов с облакотекой не нужно инвестировать в создание собственной техподдержки своего облака все решает платформа а для клиентов партнер выступает в качестве полноценного провайдера и в конце концов становясь партнером облакотеки при разворачивании своих облачных сервисов более высокого уровня на ее платформе появляется возможность войти в число вендоров платформы подробнее 3 реклама
1273,582.0,797,channel1047361277,2019-09-12T20:23:03,света гуляева перешла на телеканал пятница будет отвечать за проекты кроме того света офигенная,света гуляева перешла на телеканал пятница будет отвечать за проекты кроме того света офигенная
19706,1415.0,2578,channel1190798227,2020-12-07T10:25:37,бизнесидея копирайтинг сегодня профессия копирайтера одна из самых востребованных в сети интернет талантливые копирайтеры имеют возможность зарабатывать немалые денежные суммы и обеспечивать не только себя но и свою семью не выходя при этом из дома ежедневно открываются все новые компании и создаются новые сайты поэтому копирайтинг процветает и будет процветать еще ни одно десятилетие но без таланта и желания много работать успехов на этом поприще добиться невозможно решив пойти путем копирайтера нужно понимать что для начала придется работать на репутацию создавая портфолио ведь ни одна уважающая себя компания не поверит вам на слово и не будет платить достойные гонорары если вы просто скажете что талантливы грамотны и отлично умеете писать на разные темы всем нужны доказательства и хорошее портфолио как раз и может стать этим доказательством отличным стартом для начинающего копирайтера вполне могут стать специальные биржи фриланса конкуренция на этих ресурсах среди новичков довольно высока но если вы действительно обладаете писательскими способностями и всеми качествами которые должны быть у профессионального копирайтера уже через пару тройку месяцев сможете похвастаться первым достойным заработком также есть вариант размещать готовые статьи на биржах контента и ждать когда они продадутся но в этом случае нельзя гарантировать стабильный заработок чтобы сделать копирайтинг своей работой необходимо заниматься поисками реальных заказчиков и писать тексты именно на заказ статистика показывает что успешные копирайтеры способны зарабатывать не менее 25 000 рублей в месяц работая при этом 2 4 часа в день с выходными конечно верхней границы заработка не существует когда имя уже наработано то проблем с заказами не бывает и копирайтерский доход зависит только от того сколько автор желает и может работать,бизнесидея копирайтинг сегодня профессия копирайтера одна из самых востребованных в сети интернет талантливые копирайтеры имеют возможность зарабатывать немалые денежные суммы и обеспечивать не только себя но и свою семью не выходя при этом из дома ежедневно открываются все новые компании и создаются новые сайты поэтому копирайтинг процветает и будет процветать еще ни одно десятилетие но без таланта и желания много работать успехов на этом поприще добиться невозможно решив пойти путем копирайтера нужно понимать что для начала придется работать на репутацию создавая портфолио ведь ни одна уважающая себя компания не поверит вам на слово и не будет платить достойные гонорары если вы просто скажете что талантливы грамотны и отлично умеете писать на разные темы всем нужны доказательства и хорошее портфолио как раз и может стать этим доказательством отличным стартом для начинающего копирайтера вполне могут стать специальные биржи фриланса конкуренция на этих ресурсах среди новичков довольно высока но если вы действительно обладаете писательскими способностями и всеми качествами которые должны быть у профессионального копирайтера уже через пару тройку месяцев сможете похвастаться первым достойным заработком также есть вариант размещать готовые статьи на биржах контента и ждать когда они продадутся но в этом случае нельзя гарантировать стабильный заработок чтобы сделать копирайтинг своей работой необходимо заниматься поисками реальных заказчиков и писать тексты именно на заказ статистика показывает что успешные копирайтеры способны зарабатывать не менее 25 000 рублей в месяц работая при этом 2 4 часа в день с выходными конечно верхней границы заработка не существует когда имя уже наработано то проблем с заказами не бывает и копирайтерский доход зависит только от того сколько автор желает и может работать
23096,1503.0,2016,channel1051500113,2020-05-13T14:10:24,читатель скинул еще одну версию давида эта больше похожа на правду и выражение лица чем тут пахнет тоже присутствует автор,читатель скинул еще одну версию давида эта больше похожа на правду и выражение лица чем тут пахнет тоже присутствует автор
14685,12517.0,12986,channel1043793945,2021-12-02T16:04:29,ребренднулись и продались принадлежащий алишеру усманову холдинг продаст свою долю 45 акций ао мф технологии контролирующего 57 3 голосов через мегафон перейдут согазу,ребренднулись и продались принадлежащий алишеру усманову холдинг продаст свою долю 45 акций ао мф технологии контролирующего 57 3 голосов через мегафон перейдут согазу
21362,292.0,894,channel1704880929,2022-10-17T15:32:16,документы в мфц не могут храниться вечно для каждого документа результата услуги определен срок хранения закрепленный соответствующим соглашением о взаимодействии или регламентом по истечению этого срока результат документ возвращается в орган исполнитель или уничтожается паспорт новый 1 месяц с момента оформления паспорт после пере прописки 1 месяц с момента поступления в мфц документы после регистрации права собственности 30 дней с момента поступления в мфц водительское удостоверение 1 месяц с момента поступления в мфц,документы в мфц не могут храниться вечно для каждого документа результата услуги определен срок хранения закрепленный соответствующим соглашением о взаимодействии или регламентом по истечению этого срока результат документ возвращается в орган исполнитель или уничтожается паспорт новый 1 месяц с момента оформления паспорт после пере прописки 1 месяц с момента поступления в мфц документы после регистрации права собственности 30 дней с момента поступления в мфц водительское удостоверение 1 месяц с момента поступления в мфц
21503,433.0,1282,channel1704880929,2023-03-13T10:20:32,платные медуслуги и покупка лекарств бьют по карману хорошо что часть затрат на них можно вернуть с помощью налогового вычета рассказываем что важно знать о возврате за лечение налогоплательщик может получить вычет не только за себя смело подавайте документы если вы оплатили лечение супруга родителей детей до 18 лет или до 24 лет при условии что они учатся очно максимальный размер за все виды соцвычетов в год 15 600 рублей его можно получить с 120 тыс рублей так если вы вернете 15 600 рублей за медикаменты то за спорт и обучение оформить вычет уже не получится для дорогостоящего лечения лимитов нет 13 вернут с любой суммы вы можете возместить покупку любых лекарств которые назначил врач а вот список медуслуг ограничен траты на препараты нужно подтвердить чеками из аптеки и рецептом врача на медуслуги договором и кассовым чеком из клиники оформить вычет за этот год можно через работодателя за прошедшие три года только заполнив отдельные декларации о доходах 3 ндфл в фнс по месту жительства или на сайте налоговой как получить налоговый вычет за лечение финансы,платные медуслуги и покупка лекарств бьют по карману хорошо что часть затрат на них можно вернуть с помощью налогового вычета рассказываем что важно знать о возврате за лечение налогоплательщик может получить вычет не только за себя смело подавайте документы если вы оплатили лечение супруга родителей детей до 18 лет или до 24 лет при условии что они учатся очно максимальный размер за все виды соцвычетов в год 15 600 рублей его можно получить с 120 тыс рублей так если вы вернете 15 600 рублей за медикаменты то за спорт и обучение оформить вычет уже не получится для дорогостоящего лечения лимитов нет 13 вернут с любой суммы вы можете возместить покупку любых лекарств которые назначил врач а вот список медуслуг ограничен траты на препараты нужно подтвердить чеками из аптеки и рецептом врача на медуслуги договором и кассовым чеком из клиники оформить вычет за этот год можно через работодателя за прошедшие три года только заполнив отдельные декларации о доходах 3 ндфл в фнс по месту жительства или на сайте налоговой как получить налоговый вычет за лечение финансы
